,place,medium,large,control,zhvi_2312,treatment,pop_19,pop_growth,under_eighteen_2022,white_2022,black_2022,hisp_2022,race_other_2022,median_income_2022,pct_renter_2022,bach_edu_2022,one_unit_bldgs,one_unit_units,two_unit_bldgs,two_unit_units,three_unit_bldgs,three_unit_units,five_unit_bldgs,five_unit_units,one_unit_bldgs_21,two_unit_bldgs_21,three_unit_bldgs_21,five_unit_bldgs_21,one_unit_bldgs_20,two_unit_bldgs_20,three_unit_bldgs_20,five_unit_bldgs_20,large21
43,Estacada,0,0,1,523288.305124672,Control,3725,4.04965404965405,26.3,93.0,0.1,0.8,6.1000000000000005,85854.0,12.928759894459104,16.0,15.838926174496644,15.838926174496644,0.0,0.0,0.0,0.0,0.0,0.0,61.47651006711409,0.0,0.0,0.0,33.557046979865774,0.0,0.0,0.0,0
44,Creswell,0,0,1,449986.3394767658,Control,5510,1.0603048376408217,22.1,87.4,0.0,4.2,8.399999999999995,94239.0,28.12960235640648,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18148820326678766,4.900181488203267,2.722323049001815,0.18148820326678766,0.544464609800363,0.3629764065335753,1.8148820326678767,0.0,0.0,0.0,0
45,Brookings,0,0,1,479825.67374686105,Control,6645,0.5161854768153981,12.7,80.1,1.3,9.3,9.300000000000004,82536.0,24.99217037269026,23.0,1.5048908954100828,1.5048908954100828,0.1504890895410083,0.3009781790820166,0.0,0.0,0.0,0.0,3.0097817908201656,0.0,0.0,0.0,2.558314522197141,0.0,0.0,0.0,0
46,Stayton,0,0,1,427906.8183326709,Control,7870,0.3270111183780249,26.7,75.4,0.0,16.9,7.699999999999996,82895.0,37.89983844911147,22.3,0.6353240152477764,0.6353240152477764,1.1435832274459974,2.2871664548919948,0.12706480304955528,0.5082592121982211,1.1435832274459974,12.198221092757306,6.353240152477763,0.0,0.0,0.0,1.5247776365946633,0.0,0.0,0.0,0
47,Newport,1,0,0,461315.4512751344,Medium,10285,0.2824858757062147,16.4,76.4,0.5,16.0,7.099999999999994,78505.0,38.45308723357504,30.2,3.4030140982012638,3.4030140982012638,0.09722897423432182,0.19445794846864364,0.0,0.0,0.09722897423432182,0.583373845405931,0.7778317938745746,0.2916869227029655,0.0,0.0,0.9722897423432183,0.2916869227029655,0.0,0.48614487117160915,0
48,La Grande,1,0,0,266413.5367079734,Medium,13290,0.16545755377370497,22.9,84.7,1.0,6.3,7.999999999999997,65928.0,46.84770224078997,22.9,1.2039127163280663,1.2039127163280663,0.1504890895410083,0.3009781790820166,0.0,0.0,0.0,0.0,1.9563581640331078,0.0,0.0,0.8276899924755455,1.1286681715575622,0.3009781790820166,0.0,0.0,0
49,Veneta,0,0,1,417437.00282597175,Control,4800,0.5719849093343069,23.6,75.6,0.0,9.9,14.500000000000005,61979.0,19.98179335457442,17.3,1.875,1.875,0.20833333333333334,0.4166666666666667,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0
50,Lincoln City,0,0,1,497954.1092308735,Control,8795,1.2042288034726598,16.3,78.6,0.2,10.1,11.100000000000007,67448.0,40.10720111862037,28.1,5.79874928936896,5.79874928936896,0.2274019329164298,0.4548038658328596,0.0,0.0,0.1137009664582149,1.023308698123934,6.02615122228539,0.0,0.0,0.0,4.206935758953951,0.1137009664582149,0.0,0.34110289937464466,0
51,Florence,0,0,1,409180.48186217,Control,8850,0.5053488219465774,14.0,88.6,1.6,5.1,4.700000000000006,68076.0,34.74075694596368,25.1,1.92090395480226,1.92090395480226,0.0,0.0,0.0,0.0,0.4519774011299435,2.7118644067796613,3.615819209039548,0.0,0.0,0.0,6.327683615819209,0.0,0.0,0.0,0
52,Philomath,0,0,1,481788.0038416349,Control,4900,0.7504236262406198,18.1,88.5,0.0,3.7,7.8,89730.0,32.53863134657836,43.6,4.693877551020408,4.693877551020408,0.2040816326530612,0.4081632653061224,0.0,0.0,0.0,0.0,6.326530612244897,0.0,0.2040816326530612,0.0,21.020408163265305,0.0,0.2040816326530612,0.0,0
53,Sisters,0,0,1,790293.7754233318,Control,2985,5.147058823529412,17.7,90.6,0.0,4.1,5.300000000000006,98726.0,22.263588979895754,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,Dayton,0,0,1,488863.61912553984,Control,2740,0.898531667762437,25.1,58.3,0.0,40.7,1.0,75110.0,20.914127423822716,22.7,0.7299270072992701,0.7299270072992701,0.0,0.0,0.0,0.0,0.0,0.0,3.64963503649635,0.0,0.0,0.0,2.9197080291970803,0.0,0.0,0.0,0
55,Clatskanie,0,0,1,370517.72884711134,Control,1775,0.25616394492475186,23.4,87.3,3.3,6.1,3.3000000000000025,77250.0,24.137931034482758,14.4,1.1267605633802817,1.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,3.943661971830986,0.0,0.0,0.0,3.943661971830986,0.0,0.0,0.0,0
56,Talent,0,0,1,411811.3700971723,Control,6465,0.7230459454512173,19.0,75.3,0.0,14.9,9.800000000000002,79157.0,45.938173975557156,44.9,5.104408352668213,5.104408352668213,0.30935808197989173,0.6187161639597835,0.15467904098994587,0.6187161639597835,0.0,0.0,4.640371229698376,0.0,0.0,0.15467904098994587,4.176334106728539,0.0,0.0,0.9280742459396752,0
57,Jacksonville,0,0,1,570868.6088249247,Control,3015,0.9176142030720128,9.9,93.8,0.2,4.4,1.6000000000000023,116250.0,37.691794529686454,43.1,2.6533996683250414,2.6533996683250414,0.0,0.0,0.0,0.0,0.0,0.0,2.6533996683250414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,Reedsport,0,0,1,305410.89107194083,Control,4215,0.17402945113788487,19.6,92.1,0.1,2.8,5.000000000000006,60156.0,33.90535621424857,10.7,1.4234875444839858,1.4234875444839858,0.0,0.0,0.0,0.0,0.0,0.0,1.1862396204033214,0.0,0.0,0.0,0.7117437722419929,0.0,0.0,0.0,0
59,Toledo,0,0,1,339469.02769825194,Control,3490,0.06404098623118797,23.0,80.1,0.0,13.0,6.900000000000006,75541.0,48.19672131147541,28.4,1.4326647564469912,1.4326647564469912,0.0,0.0,0.0,0.0,0.0,0.0,1.146131805157593,0.0,0.0,0.0,0.8595988538681948,0.0,0.0,0.0,0
60,Harrisburg,0,0,1,390893.049160627,Control,3680,0.35842293906810035,31.2,86.0,0.2,7.8,6.000000000000001,59792.0,24.075531077891423,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2717391304347826,1.358695652173913,1.6304347826086956,0.0,0.0,0.2717391304347826,1.0869565217391304,0.0,0.0,0.5434782608695652,0
61,Warrenton,0,0,1,482994.3394391853,Control,5320,0.7111111111111111,23.3,77.9,0.6,8.8,12.699999999999992,78714.0,38.00675675675676,19.2,1.1278195488721805,1.1278195488721805,0.7518796992481203,1.5037593984962405,0.18796992481203006,0.5639097744360902,0.5639097744360902,6.015037593984962,0.7518796992481203,0.0,0.0,0.0,3.9473684210526314,1.3157894736842104,0.0,0.0,0
62,Rogue River,0,0,1,435759.4456606903,Control,2235,0.5204267499349466,17.3,84.4,0.0,6.0,9.599999999999994,65284.0,43.0722891566265,16.7,3.131991051454139,3.131991051454139,0.0,0.0,0.0,0.0,0.0,0.0,2.684563758389262,0.0,0.0,0.0,0.894854586129754,0.0,0.0,0.0,0
63,Baker City,0,0,1,236562.45403327863,Control,9965,0.1525940996948118,20.8,89.4,1.7,5.3,3.599999999999995,65911.0,28.110273327049953,25.5,3.010536879076769,3.010536879076769,0.20070245860511793,0.40140491721023586,0.20070245860511793,0.8028098344204717,0.0,0.0,5.920722528850979,0.0,0.0,0.0,2.7094831911690918,0.0,0.0,0.0,0
64,Umatilla,0,0,1,269887.7949582163,Control,7470,0.9091640518143053,19.8,56.8,1.4,36.6,5.200000000000003,71174.0,31.100244498777506,12.3,12.449799196787149,12.449799196787149,0.0,0.0,0.0,0.0,0.0,0.0,8.032128514056225,0.0,0.0,0.0,9.63855421686747,0.0,0.0,0.0,0
65,Phoenix,0,0,1,367356.2891562469,Control,4650,0.2692119432207538,11.1,79.4,0.9,10.4,9.299999999999995,60291.0,33.10526315789474,27.1,9.677419354838708,9.677419354838708,0.0,0.0,0.8602150537634408,2.5806451612903225,1.9354838709677418,9.677419354838708,3.6559139784946235,0.0,0.0,0.0,4.946236559139785,0.0,0.0,0.0,0
66,Dundee,0,0,1,565362.5961884652,Control,3235,0.2278303540133193,28.0,75.9,0.1,17.4,6.599999999999994,123523.0,10.555555555555555,35.6,0.6182380216383307,0.6182380216383307,0.0,0.0,0.0,0.0,0.0,0.0,0.3091190108191654,0.0,0.0,0.0,0.6182380216383307,0.0,0.0,0.0,0
67,Seaside,0,0,1,476720.9344020432,Control,6585,0.2149982800137599,14.1,87.7,2.6,8.2,1.4999999999999982,77634.0,54.25,25.1,2.126044039483675,2.126044039483675,0.0,0.0,0.0,0.0,0.0,0.0,5.770690964312832,0.0,0.0,0.0,4.25208807896735,0.0,0.30372057706909644,0.0,0
68,Wood Village,0,1,0,392489.5571911305,Large,4060,0.5304659498207885,31.1,37.9,0.7,49.3,12.100000000000001,69375.0,35.32889874353289,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24630541871921185,0.0,0.0,0.0,0.4926108374384237,0.0,0.0,1.9704433497536948,0
69,Boardman,0,0,1,330697.8075363736,Control,4505,4.434092477570738,33.1,28.7,1.3,67.5,2.5,66131.0,46.73815907059875,8.6,6.659267480577137,6.659267480577137,0.0,0.0,0.8879023307436182,3.1076581576026636,0.0,0.0,6.437291897891232,0.4439511653718091,0.0,0.0,5.993340732519423,0.0,0.0,0.0,0
