,date,place,one_unit_bldgs,one_unit_units,one_unit_value,two_unit_bldgs,two_unit_units,two_unit_value,three_unit_bldgs,three_unit_units,three_unit_value,five_unit_bldgs,five_unit_units,five_unit_value,medium,large,large21,control,pop_19,treatment,one_unit_bldgs_21,two_unit_bldgs_21,three_unit_bldgs_21,five_unit_bldgs_21,one_unit_bldgs_20,two_unit_bldgs_20,three_unit_bldgs_20,five_unit_bldgs_20,pop_growth,under_eighteen_2022,white_2022,black_2022,hisp_2022,race_other_2022,median_income_2022,pct_renter_2022,bach_edu_2022
69,2023-01-01,Sherwood,3.4192396019392706,3.4192396019392706,30746620,0.05103342689461598,0.10206685378923196,524374,0.10206685378923196,0.4082674151569278,1959613,0.0,0.0,0,0,1,0,0,19595,Large,1.0717019647869355,0.0,0.0,0.0,1.8372033682061752,0.0,0.0,0.0,0.8483627818975251,28.9,80.6,0.0,7.2,12.200000000000006,126723.0,25.845658222287305,49.6
70,2023-01-01,Siletz,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1235,Control,0.8097165991902834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295684113865932,18.3,70.6,0.0,5.6,23.800000000000004,92000.0,19.700748129675812,14.8
71,2023-01-01,Silverton,1.0597302504816954,1.0597302504816954,3187159,0.19267822736030826,0.3853564547206165,1153406,0.0,0.0,0,0.0,0.0,0,1,0,0,0,10380,Medium,2.5048169556840074,0.0,0.0,0.0,5.684007707129094,0.0,0.09633911368015413,0.0,1.3843746238112435,27.8,77.8,3.4,12.0,6.800000000000004,89433.0,39.889994761655316,28.4
72,2023-01-01,Sisters,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,2985,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.147058823529412,17.7,90.6,0.0,4.1,5.300000000000006,98726.0,22.263588979895754,42.9
73,2023-01-01,Springfield,3.357509575421726,3.357509575421726,60148870,0.03259718034390025,0.0651943606878005,544626,0.0,0.0,0,0.0,0.0,0,0,1,0,0,61355,Large,3.7975715100643797,0.04889577051585038,0.0,0.016298590171950126,1.4668731154755115,0.016298590171950126,0.016298590171950126,0.19558308206340153,0.36086570373486654,21.2,76.1,0.8,13.6,9.500000000000005,67580.0,46.04816486281401,20.7
74,2023-01-01,St. Helens,0.2982848620432513,0.2982848620432513,1268375,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,13410,Medium,9.097688292319164,0.0,0.0,0.0,6.114839671886652,0.0,0.0,0.22371364653243847,0.4348013259287959,22.7,80.6,0.4,10.4,8.600000000000007,84753.0,35.8662026295437,14.8
75,2023-01-01,Stayton,0.6353240152477764,0.6353240152477764,1236503,1.1435832274459974,2.2871664548919948,3542219,0.12706480304955528,0.5082592121982211,538742,1.1435832274459974,12.198221092757306,11462989,0,0,0,1,7870,Control,6.353240152477763,0.0,0.0,0.0,1.5247776365946633,0.0,0.0,0.0,0.3270111183780249,26.7,75.4,0.0,16.9,7.699999999999996,82895.0,37.89983844911147,22.3
76,2023-01-01,Sweet Home,0.7494646680942184,0.7494646680942184,1675406,0.6423982869379015,1.284796573875803,2209615,0.0,0.0,0,0.0,0.0,0,0,0,0,1,9340,Control,2.9978586723768736,0.0,0.0,0.9635974304068523,2.355460385438972,0.0,0.0,0.4282655246252677,0.49065275448729895,21.1,87.1,1.5,6.5,4.900000000000006,60028.0,35.21162672106068,8.8
77,2023-01-01,Talent,5.104408352668213,5.104408352668213,8264786,0.30935808197989173,0.6187161639597835,851098,0.15467904098994587,0.6187161639597835,515207,0.0,0.0,0,0,0,0,1,6465,Control,4.640371229698376,0.0,0.0,0.15467904098994587,4.176334106728539,0.0,0.0,0.9280742459396752,0.7230459454512173,19.0,75.3,0.0,14.9,9.800000000000002,79157.0,45.938173975557156,44.9
78,2023-01-01,Tangent,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1260,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9060562708631378,19.9,84.1,0.0,12.5,3.4000000000000057,88393.0,29.525862068965516,23.2
79,2023-01-01,Tigard,5.781103835360149,5.781103835360149,122485741,0.0,0.0,0,0.0,0.0,0,0.07483629560336763,5.088868101028999,50878093,0,1,0,0,53450,Large,3.9850327408793262,0.0,0.0,0.037418147801683815,2.5070159027128156,0.0,0.0,0.07483629560336763,1.238418705667614,20.2,70.4,1.2,11.8,16.599999999999994,125216.0,37.84180992250824,47.9
80,2023-01-01,Toledo,1.4326647564469912,1.4326647564469912,1242750,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,3490,Control,1.146131805157593,0.0,0.0,0.0,0.8595988538681948,0.0,0.0,0.0,0.06404098623118797,23.0,80.1,0.0,13.0,6.900000000000006,75541.0,48.19672131147541,28.4
81,2023-01-01,Troutdale,0.9885696632684585,0.9885696632684585,5412944,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,16185,Large,3.5835650293481622,0.0,0.0,0.0,0.5560704355885079,0.0,0.0,0.0,0.14253928521763315,28.1,69.3,1.8,16.6,12.3,94671.0,30.892240596038523,24.2
82,2023-01-01,Tualatin,2.61654689515386,2.61654689515386,28478388,0.0,0.0,0,0.0,0.0,0,0.07370554634236226,4.274921687857011,15079905,0,1,1,0,27135,Large,0.14741109268472452,0.0,0.0,0.18426386585590565,0.0,0.0,0.0,0.0,0.45834399249594954,22.6,66.0,1.0,21.0,12.0,124238.0,44.94454120451004,45.8
83,2023-01-01,Umatilla,12.449799196787149,12.449799196787149,31915686,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,7470,Control,8.032128514056225,0.0,0.0,0.0,9.63855421686747,0.0,0.0,0.0,0.9091640518143053,19.8,56.8,1.4,36.6,5.200000000000003,71174.0,31.100244498777506,12.3
84,2023-01-01,Veneta,1.875,1.875,3542554,0.20833333333333334,0.4166666666666667,448434,0.0,0.0,0,0.0,0.0,0,0,0,0,1,4800,Control,0.8333333333333334,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.5719849093343069,23.6,75.6,0.0,9.9,14.500000000000005,61979.0,19.98179335457442,17.3
85,2023-01-01,Vernonia,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,2095,Control,4.77326968973747,0.0,0.0,0.0,6.20525059665871,0.0,0.0,0.0,-0.30935808197989173,22.1,90.4,0.0,5.6,3.9999999999999947,88750.0,22.3463687150838,13.0
86,2023-01-01,Waldport,2.3696682464454977,2.3696682464454977,1573472,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,2110,Control,4.265402843601896,0.0,0.0,0.0,1.8957345971563981,0.0,0.0,0.0,0.4095004095004095,8.3,87.6,0.0,6.1,6.300000000000006,59913.0,32.514177693761816,21.6
87,2023-01-01,Warrenton,1.1278195488721805,1.1278195488721805,1302321,0.7518796992481203,1.5037593984962405,1454352,0.18796992481203006,0.5639097744360902,1030000,0.5639097744360902,6.015037593984962,2853040,0,0,0,1,5320,Control,0.7518796992481203,0.0,0.0,0.0,3.9473684210526314,1.3157894736842104,0.0,0.0,0.7111111111111111,23.3,77.9,0.6,8.8,12.699999999999992,78714.0,38.00675675675676,19.2
88,2023-01-01,West Linn,0.6176413819725921,0.6176413819725921,9443081,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,25905,Large,1.4282956958116193,0.0,0.0,0.0,0.8492569002123141,0.0,0.0,0.0,0.3335542301745085,25.0,81.1,0.8,7.9,10.200000000000005,159344.0,16.636690647482013,63.1
89,2023-01-01,Wilsonville,4.486054222742344,4.486054222742344,40960440,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,1,0,25635,Large,4.564072557050907,0.0,0.0,0.0,3.1987517066510627,0.0,0.0,0.0,3.4770237587138997,18.4,71.8,1.8,14.2,12.200000000000003,112848.0,49.36875824382891,46.2
90,2023-01-01,Wood Village,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,4060,Large,0.24630541871921185,0.0,0.0,0.0,0.4926108374384237,0.0,0.0,1.9704433497536948,0.5304659498207885,31.1,37.9,0.7,49.3,12.100000000000001,69375.0,35.32889874353289,15.7
91,2023-01-01,Woodburn,3.1828128108215634,3.1828128108215634,24930924,0.0,0.0,0,0.0,0.0,0,1.1537696439228167,15.158146011537696,57160703,0,1,0,0,25135,Large,10.383926795305351,0.0,0.0,0.6763477222995822,3.6602347324447977,0.0,0.0,0.0,0.48439554356099923,26.1,34.2,0.5,61.2,4.099999999999994,71098.0,33.92917750876796,15.1
