,date,place,one_unit_bldgs,one_unit_units,one_unit_value,two_unit_bldgs,two_unit_units,two_unit_value,three_unit_bldgs,three_unit_units,three_unit_value,five_unit_bldgs,five_unit_units,five_unit_value,medium,large,large21,control,pop_19,treatment,period
232,2019-01-01,Mill City,7,7,1579249,0,0,0,0,0,0,0,0,0,0,0,0,1,1880,Control,-2
233,2019-01-01,Millersburg,82,82,22790678,0,0,0,0,0,0,0,0,0,0,0,0,1,2615,Control,-2
234,2019-01-01,Milwaukie,37,37,11881498,0,0,0,0,0,0,0,0,0,0,1,0,0,20535,Large,-2
235,2019-01-01,Monmouth,8,8,2283761,0,0,0,1,3,481986,1,7,900000,0,0,0,1,9920,Control,-2
236,2019-01-01,Newberg,80,80,21498416,0,0,0,0,0,0,1,20,2134844,1,0,0,0,24045,Medium,-2
237,2019-01-01,Newport,16,16,2984429,0,0,0,0,0,0,4,110,12415388,1,0,0,0,10285,Medium,-2
238,2019-01-01,North Bend,9,9,2080177,0,0,0,0,0,0,0,0,0,0,0,0,1,9925,Control,-2
239,2019-01-01,Oakridge,7,7,900000,0,0,0,0,0,0,0,0,0,0,0,0,1,3305,Control,-2
240,2019-01-01,Ontario,1,1,210195,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,Medium,-2
241,2019-01-01,Oregon City,118,118,38802407,0,0,0,5,19,3724139,9,183,22428791,0,1,0,0,35570,Large,-2
242,2019-01-01,Pendleton,16,16,4268108,1,2,143891,0,0,0,0,0,0,1,0,0,0,17020,Medium,-2
243,2019-01-01,Philomath,12,12,2272641,0,0,0,0,0,0,0,0,0,0,0,0,1,4900,Control,-2
244,2019-01-01,Phoenix,21,21,2970812,0,0,0,0,0,0,0,0,0,0,0,0,1,4650,Control,-2
245,2019-01-01,Redmond,361,361,89271858,1,2,500516,1,4,588443,21,401,44061455,0,1,0,0,30600,Large,-2
246,2019-01-01,Reedsport,2,2,550616,0,0,0,0,0,0,0,0,0,0,0,0,1,4215,Control,-2
247,2019-01-01,Rogue River,9,9,1641978,0,0,0,1,3,513810,0,0,0,0,0,0,1,2235,Control,-2
248,2019-01-01,Sandy,57,57,15777006,1,2,361319,0,0,0,0,0,0,1,0,0,0,11075,Medium,-2
249,2019-01-01,Scappoose,7,7,2125956,0,0,0,1,4,611957,0,0,0,0,0,0,1,7270,Control,-2
250,2019-01-01,Seaside,16,16,3868893,0,0,0,3,12,1871727,0,0,0,0,0,0,1,6585,Control,-2
251,2019-01-01,Sherwood,26,26,8943290,0,0,0,0,0,0,0,0,0,0,1,0,0,19595,Large,-2
252,2019-01-01,Siletz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1235,Control,-2
253,2019-01-01,Silverton,31,31,9737000,1,2,400000,0,0,0,0,0,0,1,0,0,0,10380,Medium,-2
254,2019-01-01,Springfield,57,57,13991324,2,4,282500,0,0,0,0,0,0,0,1,0,0,61355,Large,-2
255,2019-01-01,St. Helens,22,22,4660168,1,2,314704,1,4,437500,9,101,12556405,1,0,0,0,13410,Medium,-2
256,2019-01-01,Stayton,4,4,1048782,0,0,0,0,0,0,0,0,0,0,0,0,1,7870,Control,-2
257,2019-01-01,Sweet Home,33,33,2649895,0,0,0,0,0,0,0,0,0,0,0,0,1,9340,Control,-2
258,2019-01-01,Talent,23,23,4470442,0,0,0,0,0,0,4,40,5219675,0,0,0,1,6465,Control,-2
259,2019-01-01,Tangent,1,1,269541,0,0,0,0,0,0,0,0,0,0,0,0,1,1260,Control,-2
260,2019-01-01,Tigard,255,255,70522126,0,0,0,0,0,0,6,312,32044390,0,1,0,0,53450,Large,-2
261,2019-01-01,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3490,Control,-2
262,2019-01-01,Troutdale,5,5,1441037,0,0,0,2,8,1521538,14,152,11821573,0,1,0,0,16185,Large,-2
263,2019-01-01,Tualatin,1,1,370273,0,0,0,0,0,0,0,0,0,0,1,1,0,27135,Large,-2
264,2019-01-01,Umatilla,41,41,9198609,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,Control,-2
265,2019-01-01,Veneta,12,12,2774057,2,4,715756,0,0,0,0,0,0,0,0,0,1,4800,Control,-2
266,2019-01-01,Vernonia,5,5,1252226,0,0,0,0,0,0,0,0,0,0,0,0,1,2095,Control,-2
267,2019-01-01,Waldport,1,1,160000,1,2,185000,0,0,0,1,6,500000,0,0,0,1,2110,Control,-2
268,2019-01-01,Warrenton,6,6,1267415,1,2,240074,0,0,0,0,0,0,0,0,0,1,5320,Control,-2
269,2019-01-01,West Linn,28,28,12947453,0,0,0,0,0,0,0,0,0,0,1,0,0,25905,Large,-2
270,2019-01-01,Wilsonville,111,111,30532304,0,0,0,0,0,0,0,0,0,0,1,1,0,25635,Large,-2
271,2019-01-01,Wood Village,8,8,1260631,0,0,0,0,0,0,0,0,0,0,1,0,0,4060,Large,-2
272,2019-01-01,Woodburn,15,15,3570049,1,2,380012,0,0,0,0,0,0,0,1,0,0,25135,Large,-2
273,2020-01-01,Albany,188,188,36825249,1,2,463521,1,3,514437,4,53,5098251,0,1,1,0,54120,Large,-1
274,2020-01-01,Ashland,34,34,6614683,0,0,0,7,28,3717175,3,40,5555913,1,0,0,0,20960,Medium,-1
275,2020-01-01,Astoria,5,5,1478732,0,0,0,0,0,0,0,0,0,0,0,0,1,9690,Control,-1
276,2020-01-01,Baker City,27,27,6263427,0,0,0,0,0,0,0,0,0,0,0,0,1,9965,Control,-1
277,2020-01-01,Beaverton,130,130,38484585,0,0,0,0,0,0,18,760,107093807,0,1,0,0,98255,Large,-1
278,2020-01-01,Bend,652,652,140349502,58,116,14239483,0,0,0,6,308,56210205,0,1,1,0,91385,Large,-1
279,2020-01-01,Boardman,27,27,7566075,0,0,0,0,0,0,0,0,0,0,0,0,1,4505,Control,-1
280,2020-01-01,Brookings,17,17,3564723,0,0,0,0,0,0,0,0,0,0,0,0,1,6645,Control,-1
281,2020-01-01,Brownsville,5,5,1246000,1,2,619000,0,0,0,0,0,0,0,0,0,1,1720,Control,-1
282,2020-01-01,Cannon Beach,14,14,5283299,0,0,0,0,0,0,0,0,0,0,0,0,1,1730,Control,-1
283,2020-01-01,Central Point,49,49,11607545,0,0,0,0,0,0,5,71,8721511,1,0,0,0,18365,Medium,-1
284,2020-01-01,Clatskanie,7,7,1787476,0,0,0,0,0,0,0,0,0,0,0,0,1,1775,Control,-1
285,2020-01-01,Coburg,2,2,875113,0,0,0,0,0,0,0,0,0,0,0,0,1,1295,Control,-1
286,2020-01-01,Columbia City,2,2,534263,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,Control,-1
287,2020-01-01,Coos Bay,26,26,4409190,0,0,0,0,0,0,0,0,0,1,0,0,0,16700,Medium,-1
288,2020-01-01,Cornelius,246,246,65960998,0,0,0,0,0,0,0,0,0,0,1,0,0,12225,Large,-1
289,2020-01-01,Corvallis,53,53,12949236,0,0,0,0,0,0,2,18,2609992,0,1,0,0,58885,Large,-1
290,2020-01-01,Cottage Grove,19,19,4263247,2,4,897478,1,3,576469,0,0,0,1,0,0,0,10140,Medium,-1
291,2020-01-01,Creswell,10,10,1514051,0,0,0,0,0,0,0,0,0,0,0,0,1,5510,Control,-1
292,2020-01-01,Dallas,131,131,31907984,0,0,0,0,0,0,0,0,0,1,0,0,0,16260,Medium,-1
293,2020-01-01,Dayton,8,8,1822703,0,0,0,0,0,0,0,0,0,0,0,0,1,2740,Control,-1
294,2020-01-01,Depoe Bay,3,3,743766,0,0,0,0,0,0,0,0,0,0,0,0,1,1445,Control,-1
295,2020-01-01,Dundee,2,2,875729,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,Control,-1
296,2020-01-01,Dunes City,4,4,1545689,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,Control,-1
297,2020-01-01,Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1885,Large,-1
298,2020-01-01,Eagle Point,65,65,17737024,1,2,237121,0,0,0,0,0,0,0,0,0,1,9260,Control,-1
299,2020-01-01,Estacada,125,125,30272587,0,0,0,0,0,0,0,0,0,0,0,0,1,3725,Control,-1
300,2020-01-01,Florence,56,56,12124058,0,0,0,0,0,0,0,0,0,0,0,0,1,8850,Control,-1
301,2020-01-01,Forest Grove,89,89,24387783,0,0,0,0,0,0,0,0,0,0,1,0,0,25180,Large,-1
302,2020-01-01,Gearhart,28,28,9719517,1,2,657085,0,0,0,0,0,0,0,0,0,1,1525,Control,-1
303,2020-01-01,Happy Valley,443,443,144596751,0,0,0,0,0,0,3,216,27141750,0,1,0,0,21700,Large,-1
304,2020-01-01,Harrisburg,4,4,916483,0,0,0,0,0,0,2,10,1099338,0,0,0,1,3680,Control,-1
305,2020-01-01,Hermiston,88,88,21788865,0,0,0,0,0,0,0,0,0,1,0,0,0,18415,Medium,-1
306,2020-01-01,Hood River,25,25,7417076,5,10,1904902,0,0,0,0,0,0,0,0,0,1,8305,Control,-1
307,2020-01-01,Independence,59,59,13173427,0,0,0,0,0,0,0,0,0,0,0,0,1,9530,Control,-1
308,2020-01-01,Irrigon,2,2,425727,0,0,0,0,0,0,0,0,0,0,0,0,1,2030,Control,-1
309,2020-01-01,Jacksonville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3015,Control,-1
310,2020-01-01,Junction City,2,2,600000,9,18,2704500,0,0,0,16,129,13968000,0,0,0,1,6170,Control,-1
311,2020-01-01,Keizer,26,26,8114428,0,0,0,0,0,0,3,25,3657779,0,1,0,0,38580,Large,-1
312,2020-01-01,King City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4190,Large,-1
313,2020-01-01,La Grande,15,15,2878975,4,8,1420330,0,0,0,0,0,0,1,0,0,0,13290,Medium,-1
314,2020-01-01,Lafayette,2,2,291243,2,4,695920,0,0,0,0,0,0,0,0,0,1,4125,Control,-1
315,2020-01-01,Lake Oswego,64,64,35846281,0,0,0,0,0,0,0,0,0,0,1,0,0,39115,Large,-1
316,2020-01-01,Lakeside,5,5,402886,0,0,0,0,0,0,0,0,0,0,0,0,1,1750,Control,-1
317,2020-01-01,Lebanon,31,31,5880676,13,26,4538600,3,12,1461115,16,200,24853836,1,0,0,0,17135,Medium,-1
318,2020-01-01,Lincoln City,37,37,9077990,1,2,450000,0,0,0,3,42,4557270,0,0,0,1,8795,Control,-1
319,2020-01-01,Lowell,4,4,1071913,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,Control,-1
320,2020-01-01,Lyons,2,2,540474,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,Control,-1
321,2020-01-01,McMinnville,140,140,34953734,10,20,2447775,0,0,0,0,0,0,0,1,0,0,33930,Large,-1
322,2020-01-01,Medford,265,265,73184181,2,4,848156,0,0,0,2,16,1495000,0,1,0,0,81465,Large,-1
323,2020-01-01,Mill City,3,3,759891,0,0,0,0,0,0,0,0,0,0,0,0,1,1880,Control,-1
324,2020-01-01,Millersburg,93,93,25824548,0,0,0,0,0,0,0,0,0,0,0,0,1,2615,Control,-1
325,2020-01-01,Milwaukie,39,39,12367677,0,0,0,0,0,0,0,0,0,0,1,0,0,20535,Large,-1
326,2020-01-01,Monmouth,8,8,233673,1,2,464866,0,0,0,1,27,5250000,0,0,0,1,9920,Control,-1
327,2020-01-01,Newberg,58,58,15407034,1,2,225405,0,0,0,0,0,0,1,0,0,0,24045,Medium,-1
328,2020-01-01,Newport,10,10,3467953,3,6,539481,0,0,0,5,66,7221026,1,0,0,0,10285,Medium,-1
329,2020-01-01,North Bend,20,20,5761509,0,0,0,0,0,0,0,0,0,0,0,0,1,9925,Control,-1
330,2020-01-01,Oakridge,6,6,1217960,0,0,0,0,0,0,0,0,0,0,0,0,1,3305,Control,-1
331,2020-01-01,Ontario,3,3,757648,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,Medium,-1
332,2020-01-01,Oregon City,86,86,23357861,0,0,0,0,0,0,0,0,0,0,1,0,0,35570,Large,-1
333,2020-01-01,Pendleton,21,21,5709473,3,6,246647,0,0,0,3,41,4415250,1,0,0,0,17020,Medium,-1
334,2020-01-01,Philomath,103,103,26823115,0,0,0,1,3,558509,0,0,0,0,0,0,1,4900,Control,-1
335,2020-01-01,Phoenix,23,23,3253746,0,0,0,0,0,0,0,0,0,0,0,0,1,4650,Control,-1
336,2020-01-01,Redmond,551,551,129645720,1,2,364605,4,14,2341804,10,136,15451859,0,1,0,0,30600,Large,-1
337,2020-01-01,Reedsport,3,3,896396,0,0,0,0,0,0,0,0,0,0,0,0,1,4215,Control,-1
338,2020-01-01,Rogue River,2,2,575494,0,0,0,0,0,0,0,0,0,0,0,0,1,2235,Control,-1
339,2020-01-01,Sandy,81,81,25511713,2,4,420566,0,0,0,0,0,0,1,0,0,0,11075,Medium,-1
340,2020-01-01,Scappoose,16,16,4032109,0,0,0,2,7,1146163,0,0,0,0,0,0,1,7270,Control,-1
341,2020-01-01,Seaside,28,28,7905206,0,0,0,2,8,458000,0,0,0,0,0,0,1,6585,Control,-1
342,2020-01-01,Sherwood,36,36,12827191,0,0,0,0,0,0,0,0,0,0,1,0,0,19595,Large,-1
343,2020-01-01,Siletz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1235,Control,-1
344,2020-01-01,Silverton,59,59,17594570,0,0,0,1,4,260000,0,0,0,1,0,0,0,10380,Medium,-1
345,2020-01-01,Springfield,90,90,22194831,1,2,369404,1,4,222224,12,70,8495632,0,1,0,0,61355,Large,-1
346,2020-01-01,St. Helens,82,82,21573060,0,0,0,0,0,0,3,36,3051285,1,0,0,0,13410,Medium,-1
347,2020-01-01,Stayton,12,12,2655808,0,0,0,0,0,0,0,0,0,0,0,0,1,7870,Control,-1
348,2020-01-01,Sweet Home,22,22,4816468,0,0,0,0,0,0,4,48,6554513,0,0,0,1,9340,Control,-1
349,2020-01-01,Talent,27,27,5803478,0,0,0,0,0,0,6,48,6453182,0,0,0,1,6465,Control,-1
350,2020-01-01,Tangent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1260,Control,-1
351,2020-01-01,Tigard,134,134,34905157,0,0,0,0,0,0,4,498,59408317,0,1,0,0,53450,Large,-1
352,2020-01-01,Toledo,3,3,370500,0,0,0,0,0,0,0,0,0,0,0,0,1,3490,Control,-1
353,2020-01-01,Troutdale,9,9,3800000,0,0,0,0,0,0,0,0,0,0,1,0,0,16185,Large,-1
354,2020-01-01,Tualatin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27135,Large,-1
355,2020-01-01,Umatilla,72,72,44865406,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,Control,-1
356,2020-01-01,Veneta,10,10,1985245,0,0,0,0,0,0,0,0,0,0,0,0,1,4800,Control,-1
357,2020-01-01,Vernonia,13,13,3325683,0,0,0,0,0,0,0,0,0,0,0,0,1,2095,Control,-1
358,2020-01-01,Waldport,4,4,750500,0,0,0,0,0,0,0,0,0,0,0,0,1,2110,Control,-1
359,2020-01-01,Warrenton,21,21,4463864,7,14,2507192,0,0,0,0,0,0,0,0,0,1,5320,Control,-1
360,2020-01-01,West Linn,22,22,10734827,0,0,0,0,0,0,0,0,0,0,1,0,0,25905,Large,-1
361,2020-01-01,Wilsonville,82,82,23801968,0,0,0,0,0,0,0,0,0,0,1,1,0,25635,Large,-1
362,2020-01-01,Wood Village,2,2,1460414,0,0,0,0,0,0,8,184,22217737,0,1,0,0,4060,Large,-1
363,2020-01-01,Woodburn,92,92,21487998,0,0,0,0,0,0,0,0,0,0,1,0,0,25135,Large,-1
364,2021-01-01,Albany,110,110,27858696,0,0,0,0,0,0,0,0,0,0,1,1,0,54120,Large,0
365,2021-01-01,Ashland,55,55,8829122,0,0,0,2,7,1576081,1,28,6402000,1,0,0,0,20960,Medium,0
366,2021-01-01,Astoria,1,1,222000,0,0,0,0,0,0,0,0,0,0,0,0,1,9690,Control,0
367,2021-01-01,Baker City,59,59,13389030,0,0,0,0,0,0,0,0,0,0,0,0,1,9965,Control,0
368,2021-01-01,Beaverton,110,110,32225925,0,0,0,0,0,0,0,0,0,0,1,0,0,98255,Large,0
369,2021-01-01,Bend,747,747,218222155,29,58,8694809,0,0,0,23,652,84286174,0,1,1,0,91385,Large,0
370,2021-01-01,Boardman,29,29,6756210,2,4,1188212,0,0,0,0,0,0,0,0,0,1,4505,Control,0
371,2021-01-01,Brookings,20,20,7286061,0,0,0,0,0,0,0,0,0,0,0,0,1,6645,Control,0
372,2021-01-01,Brownsville,66,66,16131202,0,0,0,0,0,0,0,0,0,0,0,0,1,1720,Control,0
373,2021-01-01,Cannon Beach,19,19,8430511,1,2,320000,0,0,0,0,0,0,0,0,0,1,1730,Control,0
374,2021-01-01,Central Point,60,60,14414136,0,0,0,0,0,0,5,53,7420444,1,0,0,0,18365,Medium,0
375,2021-01-01,Clatskanie,7,7,2731947,0,0,0,0,0,0,0,0,0,0,0,0,1,1775,Control,0
376,2021-01-01,Coburg,7,7,1971965,0,0,0,0,0,0,0,0,0,0,0,0,1,1295,Control,0
377,2021-01-01,Columbia City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,Control,0
378,2021-01-01,Coos Bay,22,22,5825620,0,0,0,0,0,0,0,0,0,1,0,0,0,16700,Medium,0
379,2021-01-01,Cornelius,344,344,85594782,1,2,223626,3,12,1391964,1,5,534237,0,1,0,0,12225,Large,0
380,2021-01-01,Corvallis,144,144,38419165,1,2,361502,3,9,1626759,0,0,0,0,1,0,0,58885,Large,0
381,2021-01-01,Cottage Grove,27,27,8494762,1,2,475473,1,4,401067,11,88,10666022,1,0,0,0,10140,Medium,0
382,2021-01-01,Creswell,15,15,3595735,1,2,292697,3,11,1517076,2,10,1400000,0,0,0,1,5510,Control,0
383,2021-01-01,Dallas,140,140,36852631,1,2,520000,0,0,0,2,10,2303988,1,0,0,0,16260,Medium,0
384,2021-01-01,Dayton,10,10,2614804,0,0,0,0,0,0,0,0,0,0,0,0,1,2740,Control,0
385,2021-01-01,Depoe Bay,10,10,2880750,0,0,0,0,0,0,0,0,0,0,0,0,1,1445,Control,0
386,2021-01-01,Dundee,1,1,339000,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,Control,0
387,2021-01-01,Dunes City,8,8,2225717,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,Control,0
388,2021-01-01,Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1885,Large,0
389,2021-01-01,Eagle Point,83,83,25754148,2,4,806996,1,3,1101726,0,0,0,0,0,0,1,9260,Control,0
390,2021-01-01,Estacada,229,229,54547783,0,0,0,0,0,0,0,0,0,0,0,0,1,3725,Control,0
391,2021-01-01,Florence,32,32,8862830,0,0,0,0,0,0,0,0,0,0,0,0,1,8850,Control,0
392,2021-01-01,Forest Grove,133,133,34188671,9,18,3030222,0,0,0,13,235,25515066,0,1,0,0,25180,Large,0
393,2021-01-01,Gearhart,28,28,9855575,1,2,466830,0,0,0,0,0,0,0,0,0,1,1525,Control,0
394,2021-01-01,Happy Valley,381,381,126074288,0,0,0,0,0,0,0,0,0,0,1,0,0,21700,Large,0
395,2021-01-01,Harrisburg,6,6,1342848,0,0,0,0,0,0,1,5,725000,0,0,0,1,3680,Control,0
396,2021-01-01,Hermiston,113,113,27978882,0,0,0,0,0,0,0,0,0,1,0,0,0,18415,Medium,0
397,2021-01-01,Hood River,20,20,5585040,2,4,592663,0,0,0,0,0,0,0,0,0,1,8305,Control,0
398,2021-01-01,Independence,65,65,14513097,0,0,0,0,0,0,0,0,0,0,0,0,1,9530,Control,0
399,2021-01-01,Irrigon,12,12,2613890,1,2,261652,0,0,0,0,0,0,0,0,0,1,2030,Control,0
400,2021-01-01,Jacksonville,8,8,2791701,0,0,0,0,0,0,0,0,0,0,0,0,1,3015,Control,0
401,2021-01-01,Junction City,2,2,844412,1,2,326657,0,0,0,0,0,0,0,0,0,1,6170,Control,0
402,2021-01-01,Keizer,25,25,7274779,3,6,1269962,0,0,0,3,31,2859727,0,1,0,0,38580,Large,0
403,2021-01-01,King City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4190,Large,0
404,2021-01-01,La Grande,26,26,4963526,0,0,0,0,0,0,11,106,13881754,1,0,0,0,13290,Medium,0
405,2021-01-01,Lafayette,13,13,1650210,0,0,0,0,0,0,0,0,0,0,0,0,1,4125,Control,0
406,2021-01-01,Lake Oswego,47,47,29054785,0,0,0,0,0,0,0,0,0,0,1,0,0,39115,Large,0
407,2021-01-01,Lakeside,2,2,553305,0,0,0,0,0,0,0,0,0,0,0,0,1,1750,Control,0
408,2021-01-01,Lebanon,54,54,12929449,6,12,2168979,0,0,0,12,164,20582916,1,0,0,0,17135,Medium,0
409,2021-01-01,Lincoln City,53,53,16925653,0,0,0,0,0,0,0,0,0,0,0,0,1,8795,Control,0
410,2021-01-01,Lowell,15,15,3996808,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,Control,0
411,2021-01-01,Lyons,3,3,578403,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,Control,0
412,2021-01-01,McMinnville,143,143,38486469,0,0,0,0,0,0,0,0,0,0,1,0,0,33930,Large,0
413,2021-01-01,Medford,318,318,88687545,7,14,4174890,0,0,0,4,105,12452221,0,1,0,0,81465,Large,0
414,2021-01-01,Mill City,7,7,1783705,0,0,0,0,0,0,0,0,0,0,0,0,1,1880,Control,0
415,2021-01-01,Millersburg,34,34,9322851,0,0,0,0,0,0,0,0,0,0,0,0,1,2615,Control,0
416,2021-01-01,Milwaukie,37,37,12513969,0,0,0,0,0,0,6,249,33149566,0,1,0,0,20535,Large,0
417,2021-01-01,Monmouth,50,50,13750000,1,2,500000,0,0,0,0,0,0,0,0,0,1,9920,Control,0
418,2021-01-01,Newberg,115,115,30877104,14,28,7229340,0,0,0,2,126,38176925,1,0,0,0,24045,Medium,0
419,2021-01-01,Newport,8,8,3083717,3,6,529293,0,0,0,0,0,0,1,0,0,0,10285,Medium,0
420,2021-01-01,North Bend,22,22,3651113,0,0,0,0,0,0,0,0,0,0,0,0,1,9925,Control,0
421,2021-01-01,Oakridge,9,9,1552096,0,0,0,0,0,0,0,0,0,0,0,0,1,3305,Control,0
422,2021-01-01,Ontario,13,13,3526125,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,Medium,0
423,2021-01-01,Oregon City,51,51,17286869,0,0,0,3,11,1925000,0,0,0,0,1,0,0,35570,Large,0
424,2021-01-01,Pendleton,37,37,7385077,1,2,250000,0,0,0,7,118,13784232,1,0,0,0,17020,Medium,0
425,2021-01-01,Philomath,31,31,8456306,0,0,0,1,3,568307,0,0,0,0,0,0,1,4900,Control,0
426,2021-01-01,Phoenix,17,17,4661426,0,0,0,0,0,0,0,0,0,0,0,0,1,4650,Control,0
427,2021-01-01,Redmond,458,458,115308639,18,36,5268490,6,23,2996834,14,133,15752080,0,1,0,0,30600,Large,0
428,2021-01-01,Reedsport,5,5,1293021,0,0,0,0,0,0,0,0,0,0,0,0,1,4215,Control,0
429,2021-01-01,Rogue River,6,6,1606102,0,0,0,0,0,0,0,0,0,0,0,0,1,2235,Control,0
430,2021-01-01,Sandy,59,59,19864332,1,2,296963,0,0,0,6,69,8162481,1,0,0,0,11075,Medium,0
431,2021-01-01,Scappoose,3,3,976381,2,4,723449,0,0,0,2,80,6000000,0,0,0,1,7270,Control,0
432,2021-01-01,Seaside,38,38,10909676,0,0,0,0,0,0,0,0,0,0,0,0,1,6585,Control,0
433,2021-01-01,Sherwood,21,21,7348797,0,0,0,0,0,0,0,0,0,0,1,0,0,19595,Large,0
434,2021-01-01,Siletz,1,1,229000,0,0,0,0,0,0,0,0,0,0,0,0,1,1235,Control,0
435,2021-01-01,Silverton,26,26,8549983,0,0,0,0,0,0,0,0,0,1,0,0,0,10380,Medium,0
436,2021-01-01,Springfield,233,233,63920093,3,6,710299,0,0,0,1,8,715000,0,1,0,0,61355,Large,0
437,2021-01-01,St. Helens,122,122,32815291,0,0,0,0,0,0,0,0,0,1,0,0,0,13410,Medium,0
438,2021-01-01,Stayton,50,50,12811957,0,0,0,0,0,0,0,0,0,0,0,0,1,7870,Control,0
439,2021-01-01,Sweet Home,28,28,4743747,0,0,0,0,0,0,9,54,7373827,0,0,0,1,9340,Control,0
440,2021-01-01,Talent,30,30,6448309,0,0,0,0,0,0,1,65,8738684,0,0,0,1,6465,Control,0
441,2021-01-01,Tangent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1260,Control,0
442,2021-01-01,Tigard,213,213,65413091,0,0,0,0,0,0,2,144,27700000,0,1,0,0,53450,Large,0
443,2021-01-01,Toledo,4,4,335000,0,0,0,0,0,0,0,0,0,0,0,0,1,3490,Control,0
444,2021-01-01,Troutdale,58,58,15897502,0,0,0,0,0,0,0,0,0,0,1,0,0,16185,Large,0
445,2021-01-01,Tualatin,4,4,110000,0,0,0,0,0,0,5,264,37484540,0,1,1,0,27135,Large,0
446,2021-01-01,Umatilla,60,60,13748199,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,Control,0
447,2021-01-01,Veneta,4,4,1476024,0,0,0,0,0,0,0,0,0,0,0,0,1,4800,Control,0
448,2021-01-01,Vernonia,10,10,3000000,0,0,0,0,0,0,0,0,0,0,0,0,1,2095,Control,0
449,2021-01-01,Waldport,9,9,2155000,0,0,0,0,0,0,0,0,0,0,0,0,1,2110,Control,0
450,2021-01-01,Warrenton,4,4,1140325,0,0,0,0,0,0,0,0,0,0,0,0,1,5320,Control,0
451,2021-01-01,West Linn,37,37,18118768,0,0,0,0,0,0,0,0,0,0,1,0,0,25905,Large,0
452,2021-01-01,Wilsonville,117,117,43330343,0,0,0,0,0,0,0,0,0,0,1,1,0,25635,Large,0
453,2021-01-01,Wood Village,1,1,350000,0,0,0,0,0,0,0,0,0,0,1,0,0,4060,Large,0
454,2021-01-01,Woodburn,261,261,69879528,0,0,0,0,0,0,17,300,35681791,0,1,0,0,25135,Large,0
455,2022-01-01,Albany,64,64,16118406,0,0,0,0,0,0,0,0,0,0,1,1,0,54120,Large,1
456,2022-01-01,Ashland,44,44,8042574,1,2,115517,0,0,0,0,0,0,1,0,0,0,20960,Medium,1
457,2022-01-01,Astoria,5,5,2087615,0,0,0,0,0,0,0,0,0,0,0,0,1,9690,Control,1
458,2022-01-01,Baker City,50,50,12323691,6,12,2713907,1,4,794646,0,0,0,0,0,0,1,9965,Control,1
459,2022-01-01,Beaverton,114,114,35644733,0,0,0,0,0,0,6,487,86417112,0,1,0,0,98255,Large,1
460,2022-01-01,Bend,619,619,189660516,24,48,10499202,0,0,0,17,526,60074978,0,1,1,0,91385,Large,1
461,2022-01-01,Boardman,27,27,7865598,0,0,0,2,7,1412573,6,144,25198614,0,0,0,1,4505,Control,1
462,2022-01-01,Brookings,26,26,13425537,0,0,0,0,0,0,0,0,0,0,0,0,1,6645,Control,1
463,2022-01-01,Brownsville,2,2,656000,0,0,0,0,0,0,0,0,0,0,0,0,1,1720,Control,1
464,2022-01-01,Cannon Beach,11,11,4503593,0,0,0,0,0,0,0,0,0,0,0,0,1,1730,Control,1
465,2022-01-01,Central Point,16,16,4512629,0,0,0,0,0,0,4,82,10819168,1,0,0,0,18365,Medium,1
466,2022-01-01,Clatskanie,2,2,590446,0,0,0,0,0,0,0,0,0,0,0,0,1,1775,Control,1
467,2022-01-01,Coburg,10,10,4156891,0,0,0,0,0,0,0,0,0,0,0,0,1,1295,Control,1
468,2022-01-01,Columbia City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,Control,1
469,2022-01-01,Coos Bay,11,11,3663765,1,2,297584,0,0,0,0,0,0,1,0,0,0,16700,Medium,1
